"","Var.1","Release.Date","Movie","Production.Budget","Domestic.Gross","Worldwide.Gross"
"1939",70,"5/16/2012","The Dictator","$65,000,000","$59,650,222","$180,148,897"
"1941",71,"7/16/1999","Eyes Wide Shut","$65,000,000","$55,691,208","$104,267,443"
"1943",72,"2/17/2012","This Means War","$65,000,000","$54,760,791","$156,974,557"
"1945",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"1947",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"1949",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"1951",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"1953",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"1955",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"1957",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"1959",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"1961",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"1963",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"1965",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"1967",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"1969",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"1971",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"1973",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"1975",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"1977",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"1979",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"1981",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"1983",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"1985",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"1987",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"1989",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"1991",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"1993",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"1995",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"1997",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"1999",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"2001",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"2003",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"2005",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"2007",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"2009",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"2011",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"2013",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"2015",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"2017",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"2019",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
"2021",11,"10/18/2013","Escape Plan","$70,000,000","$25,135,965","$103,735,965"
"2023",12,"9/23/2011","Killer Elite","$70,000,000","$25,124,986","$65,409,046"
"2025",13,"1/16/1998","Hard Rain","$70,000,000","$19,870,567","$19,870,567"
"2027",14,"2/15/2002","Hart's War","$70,000,000","$19,076,815","$33,076,815"
"2029",15,"2/8/2002","Rollerball","$70,000,000","$18,990,542","$25,852,508"
"2031",16,"1/10/2014","The Legend of Hercules","$70,000,000","$18,848,538","$58,953,319"
"2033",17,"4/27/2007","Next","$70,000,000","$18,211,013","$73,591,500"
"2035",18,"9/20/2002","Ballistic: Ecks vs. Sever","$70,000,000","$14,294,842","$14,294,842"
"2037",19,"8/10/2001","Osmosis Jones","$70,000,000","$13,596,911","$13,596,911"
"2039",20,"5/9/2014","Legends of Oz: Dorothy’s Return","$70,000,000","$8,462,347","$20,107,933"
"2041",21,"1/16/2015","Blackhat","$70,000,000","$8,005,980","$19,665,004"
"2043",22,"3/31/2006","Basic Instinct 2","$70,000,000","$5,946,136","$35,417,162"
"2045",23,"5/28/2010","Agora","$70,000,000","$619,423","$38,992,292"
"2047",24,"7/9/2010","Despicable Me","$69,000,000","$251,513,985","$543,464,573"
"2049",25,"7/30/2010","Dinner for Schmucks","$69,000,000","$73,026,337","$86,796,502"
"2051",26,"3/2/2018","Red Sparrow","$69,000,000","$46,874,505","$145,951,861"
"2053",27,"6/30/2010","The Twilight Saga: Eclipse","$68,000,000","$300,531,751","$706,102,828"
"2055",28,"5/31/2002","The Sum of All Fears","$68,000,000","$118,471,320","$193,500,000"
"2057",29,"6/26/2015","Ted 2","$68,000,000","$81,476,385","$217,214,143"
"2059",30,"7/13/2001","The Score","$68,000,000","$71,069,884","$113,542,091"
"2061",31,"2/25/2011","Hall Pass","$68,000,000","$45,060,734","$87,173,475"
"2063",32,"11/22/1995","Money Train","$68,000,000","$35,324,232","$77,224,232"
"2065",33,"3/21/2003","Dreamcatcher","$68,000,000","$33,685,268","$75,685,268"
"2067",34,"8/6/1999","Mystery Men","$68,000,000","$29,762,011","$33,462,011"
"2069",35,"11/5/1999","The Insider","$68,000,000","$28,965,197","$60,265,197"
"2071",36,"12/22/2017","Downsizing","$68,000,000","$24,449,754","$48,681,134"
"2073",37,"3/2/2012","Doctor Seuss' The Lorax","$67,500,000","$214,030,500","$350,976,753"
"2075",38,"10/10/2008","Body of Lies","$67,500,000","$39,394,666","$118,556,530"
"2077",39,"6/22/2012","Abraham Lincoln: Vampire Hunter","$67,500,000","$37,519,139","$137,489,730"
"2079",40,"9/20/1996","Last Man Standing","$67,000,000","$18,115,927","$18,115,927"
"2081",41,"8/17/2007","The Last Legion","$67,000,000","$5,932,060","$25,357,771"
"2083",42,"4/30/1999","Entrapment","$66,000,000","$87,707,396","$211,700,000"
"2085",43,"6/19/1998","The X Files: Fight the Future","$66,000,000","$83,898,313","$189,176,423"
"2087",44,"3/14/2014","Need for Speed","$66,000,000","$43,568,507","$194,169,619"
"2089",45,"7/24/1998","Saving Private Ryan","$65,000,000","$216,335,085","$485,035,085"
"2091",46,"12/15/2000","What Women Want","$65,000,000","$182,805,123","$374,105,123"
"2093",47,"11/9/2012","Lincoln","$65,000,000","$182,207,973","$273,346,281"
"2095",48,"3/15/2002","Ice Age","$65,000,000","$176,387,405","$386,116,343"
"2097",49,"6/30/1995","Apollo 13","$65,000,000","$173,772,767","$335,802,271"
"2099",50,"3/31/1999","The Matrix","$65,000,000","$171,479,930","$463,517,383"
"2101",51,"7/13/2018","Hotel Transylvania 3: Summer Vacation","$65,000,000","$167,321,691","$522,246,749"
"2103",52,"12/25/2012","Les Miserables","$65,000,000","$148,809,770","$442,169,052"
"2105",53,"11/1/2002","The Santa Clause 2","$65,000,000","$139,225,854","$172,825,854"
"2107",54,"6/1/1990","Total Recall","$65,000,000","$119,394,839","$261,400,000"
"2109",55,"12/18/1998","You've Got Mail","$65,000,000","$115,821,495","$250,800,000"
"2111",56,"12/25/2014","Unbroken","$65,000,000","$115,637,895","$163,527,824"
"2113",57,"6/5/2015","Spy!","$65,000,000","$110,825,712","$233,121,406"
"2115",58,"11/5/2010","Due Date","$65,000,000","$100,539,043","$211,739,043"
"2117",59,"7/25/2008","Step Brothers","$65,000,000","$100,468,793","$128,468,793"
"2119",60,"12/15/1995","Jumanji","$65,000,000","$100,458,310","$262,758,310"
"2121",61,"7/17/1998","The Mask of Zorro","$65,000,000","$93,828,745","$233,700,000"
"2123",62,"8/4/2000","Space Cowboys","$65,000,000","$90,454,043","$128,874,043"
"2125",63,"12/19/2014","Annie","$65,000,000","$85,911,262","$139,840,525"
"2127",64,"5/28/1993","Cliffhanger","$65,000,000","$84,049,211","$255,000,000"
"2129",65,"8/12/2016","Pete’s Dragon","$65,000,000","$76,233,151","$137,768,975"
"2131",66,"2/9/1996","Broken Arrow","$65,000,000","$70,645,997","$148,345,997"
"2133",67,"8/9/2006","World Trade Center","$65,000,000","$70,278,893","$163,295,654"
"2135",68,"7/7/2000","The Kid","$65,000,000","$69,688,384","$69,688,384"
"2137",69,"12/19/2003","Mona Lisa Smile","$65,000,000","$63,803,100","$141,205,169"
"2139",70,"5/16/2012","The Dictator","$65,000,000","$59,650,222","$180,148,897"
"2141",71,"7/16/1999","Eyes Wide Shut","$65,000,000","$55,691,208","$104,267,443"
"2143",72,"2/17/2012","This Means War","$65,000,000","$54,760,791","$156,974,557"
"2145",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"2147",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"2149",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"2151",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"2153",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"2155",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"2157",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"2159",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"2161",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"2163",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"2165",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"2167",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"2169",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"2171",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"2173",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"2175",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"2177",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"2179",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"2181",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"2183",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"2185",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"2187",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"2189",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"2191",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"2193",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"2195",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"2197",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"2199",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"2201",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"2203",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"2205",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"2207",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"2209",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"2211",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
"2213",7,"11/1/2002","I Spy","$70,000,000","$33,561,137","$60,279,822"
"2215",8,"6/7/2002","Bad Company","$70,000,000","$30,157,016","$69,157,016"
"2217",9,"10/21/2005","Doom","$70,000,000","$28,212,337","$54,612,337"
"2219",10,"1/29/2016","The Finest Hours","$70,000,000","$27,569,558","$49,252,761"
"2221",11,"10/18/2013","Escape Plan","$70,000,000","$25,135,965","$103,735,965"
"2223",12,"9/23/2011","Killer Elite","$70,000,000","$25,124,986","$65,409,046"
"2225",13,"1/16/1998","Hard Rain","$70,000,000","$19,870,567","$19,870,567"
"2227",14,"2/15/2002","Hart's War","$70,000,000","$19,076,815","$33,076,815"
"2229",15,"2/8/2002","Rollerball","$70,000,000","$18,990,542","$25,852,508"
"2231",16,"1/10/2014","The Legend of Hercules","$70,000,000","$18,848,538","$58,953,319"
"2233",17,"4/27/2007","Next","$70,000,000","$18,211,013","$73,591,500"
"2235",18,"9/20/2002","Ballistic: Ecks vs. Sever","$70,000,000","$14,294,842","$14,294,842"
"2237",19,"8/10/2001","Osmosis Jones","$70,000,000","$13,596,911","$13,596,911"
"2239",20,"5/9/2014","Legends of Oz: Dorothy’s Return","$70,000,000","$8,462,347","$20,107,933"
"2241",21,"1/16/2015","Blackhat","$70,000,000","$8,005,980","$19,665,004"
"2243",22,"3/31/2006","Basic Instinct 2","$70,000,000","$5,946,136","$35,417,162"
"2245",23,"5/28/2010","Agora","$70,000,000","$619,423","$38,992,292"
"2247",24,"7/9/2010","Despicable Me","$69,000,000","$251,513,985","$543,464,573"
"2249",25,"7/30/2010","Dinner for Schmucks","$69,000,000","$73,026,337","$86,796,502"
"2251",26,"3/2/2018","Red Sparrow","$69,000,000","$46,874,505","$145,951,861"
"2253",27,"6/30/2010","The Twilight Saga: Eclipse","$68,000,000","$300,531,751","$706,102,828"
"2255",28,"5/31/2002","The Sum of All Fears","$68,000,000","$118,471,320","$193,500,000"
"2257",29,"6/26/2015","Ted 2","$68,000,000","$81,476,385","$217,214,143"
"2259",30,"7/13/2001","The Score","$68,000,000","$71,069,884","$113,542,091"
"2261",31,"2/25/2011","Hall Pass","$68,000,000","$45,060,734","$87,173,475"
"2263",32,"11/22/1995","Money Train","$68,000,000","$35,324,232","$77,224,232"
"2265",33,"3/21/2003","Dreamcatcher","$68,000,000","$33,685,268","$75,685,268"
"2267",34,"8/6/1999","Mystery Men","$68,000,000","$29,762,011","$33,462,011"
"2269",35,"11/5/1999","The Insider","$68,000,000","$28,965,197","$60,265,197"
"2271",36,"12/22/2017","Downsizing","$68,000,000","$24,449,754","$48,681,134"
"2273",37,"3/2/2012","Doctor Seuss' The Lorax","$67,500,000","$214,030,500","$350,976,753"
"2275",38,"10/10/2008","Body of Lies","$67,500,000","$39,394,666","$118,556,530"
"2277",39,"6/22/2012","Abraham Lincoln: Vampire Hunter","$67,500,000","$37,519,139","$137,489,730"
"2279",40,"9/20/1996","Last Man Standing","$67,000,000","$18,115,927","$18,115,927"
"2281",41,"8/17/2007","The Last Legion","$67,000,000","$5,932,060","$25,357,771"
"2283",42,"4/30/1999","Entrapment","$66,000,000","$87,707,396","$211,700,000"
"2285",43,"6/19/1998","The X Files: Fight the Future","$66,000,000","$83,898,313","$189,176,423"
"2287",44,"3/14/2014","Need for Speed","$66,000,000","$43,568,507","$194,169,619"
"2289",45,"7/24/1998","Saving Private Ryan","$65,000,000","$216,335,085","$485,035,085"
"2291",46,"12/15/2000","What Women Want","$65,000,000","$182,805,123","$374,105,123"
"2293",47,"11/9/2012","Lincoln","$65,000,000","$182,207,973","$273,346,281"
"2295",48,"3/15/2002","Ice Age","$65,000,000","$176,387,405","$386,116,343"
"2297",49,"6/30/1995","Apollo 13","$65,000,000","$173,772,767","$335,802,271"
"2299",50,"3/31/1999","The Matrix","$65,000,000","$171,479,930","$463,517,383"
"2301",51,"7/13/2018","Hotel Transylvania 3: Summer Vacation","$65,000,000","$167,321,691","$522,246,749"
"2303",52,"12/25/2012","Les Miserables","$65,000,000","$148,809,770","$442,169,052"
"2305",53,"11/1/2002","The Santa Clause 2","$65,000,000","$139,225,854","$172,825,854"
"2307",54,"6/1/1990","Total Recall","$65,000,000","$119,394,839","$261,400,000"
"2309",55,"12/18/1998","You've Got Mail","$65,000,000","$115,821,495","$250,800,000"
"2311",56,"12/25/2014","Unbroken","$65,000,000","$115,637,895","$163,527,824"
"2313",57,"6/5/2015","Spy!","$65,000,000","$110,825,712","$233,121,406"
"2315",58,"11/5/2010","Due Date","$65,000,000","$100,539,043","$211,739,043"
"2317",59,"7/25/2008","Step Brothers","$65,000,000","$100,468,793","$128,468,793"
"2319",60,"12/15/1995","Jumanji","$65,000,000","$100,458,310","$262,758,310"
"2321",61,"7/17/1998","The Mask of Zorro","$65,000,000","$93,828,745","$233,700,000"
"2323",62,"8/4/2000","Space Cowboys","$65,000,000","$90,454,043","$128,874,043"
"2325",63,"12/19/2014","Annie","$65,000,000","$85,911,262","$139,840,525"
"2327",64,"5/28/1993","Cliffhanger","$65,000,000","$84,049,211","$255,000,000"
"2329",65,"8/12/2016","Pete’s Dragon","$65,000,000","$76,233,151","$137,768,975"
"2331",66,"2/9/1996","Broken Arrow","$65,000,000","$70,645,997","$148,345,997"
"2333",67,"8/9/2006","World Trade Center","$65,000,000","$70,278,893","$163,295,654"
"2335",68,"7/7/2000","The Kid","$65,000,000","$69,688,384","$69,688,384"
"2337",69,"12/19/2003","Mona Lisa Smile","$65,000,000","$63,803,100","$141,205,169"
"2339",70,"5/16/2012","The Dictator","$65,000,000","$59,650,222","$180,148,897"
"2341",71,"7/16/1999","Eyes Wide Shut","$65,000,000","$55,691,208","$104,267,443"
"2343",72,"2/17/2012","This Means War","$65,000,000","$54,760,791","$156,974,557"
"2345",73,"2/27/2015","Focus","$65,000,000","$53,862,963","$159,062,963"
"2347",74,"12/8/2004","Blade: Trinity","$65,000,000","$52,397,389","$131,353,165"
"2349",75,"11/21/2012","Red Dawn","$65,000,000","$44,806,783","$48,164,150"
"2351",76,"12/22/2006","We Are Marshall","$65,000,000","$43,545,364","$43,545,364"
"2353",77,"9/18/2015","Everest","$65,000,000","$43,482,270","$221,835,496"
"2355",78,"9/14/2012","Resident Evil: Retribution","$65,000,000","$42,345,531","$238,940,997"
"2357",79,"3/20/1998","Primary Colors","$65,000,000","$39,017,984","$39,017,984"
"2359",80,"10/15/1999","Fight Club","$65,000,000","$37,030,102","$100,851,705"
"2361",81,"8/22/2008","Death Race","$65,000,000","$36,316,032","$72,516,819"
"2363",82,"10/11/1996","The Long Kiss Goodnight","$65,000,000","$33,447,612","$33,447,612"
"2365",83,"12/8/2000","Proof of Life","$65,000,000","$32,598,931","$62,761,005"
"2367",84,"11/11/2005","Zathura","$65,000,000","$28,045,540","$58,545,540"
"2369",85,"11/26/2003","The Missing","$65,000,000","$26,900,336","$38,253,433"
"2371",86,"1/14/2005","Elektra","$65,000,000","$24,409,722","$56,824,633"
"2373",87,"10/23/2009","Astro Boy","$65,000,000","$19,551,067","$41,636,243"
"2375",88,"1/24/2014","I, Frankenstein","$65,000,000","$19,075,290","$74,575,290"
"2377",89,"5/24/1991","Hudson Hawk","$65,000,000","$17,218,916","$17,218,916"
"2379",90,"8/22/2014","Sin City: A Dame to Kill For","$65,000,000","$13,757,804","$40,650,842"
"2381",91,"12/25/2016","Live by Night","$65,000,000","$10,378,555","$21,778,555"
"2383",92,"10/27/2000","Lucky Numbers","$65,000,000","$10,014,234","$10,014,234"
"2385",93,"9/23/2005","Oliver Twist","$65,000,000","$2,070,920","$26,670,920"
"2387",94,"9/4/2015","Tian jiang xiong shi","$65,000,000","$74,070","$122,519,874"
"2389",95,"10/26/2018","Air Strike","$65,000,000","$0","$0"
"2391",96,"7/14/2006","Little Man","$64,000,000","$58,636,047","$101,636,047"
"2393",97,"10/8/1999","Random Hearts","$64,000,000","$31,054,924","$63,200,000"
"2395",98,"12/27/2006","Perfume: The Story of a Murderer","$63,700,000","$2,223,293","$133,603,463"
"2397",99,"6/11/1993","Jurassic Park","$63,000,000","$395,708,305","$1,038,812,584"
"2399",100,"7/25/2002","Austin Powers in Goldmember","$63,000,000","$213,117,789","$296,338,663"
"2401",1,"11/6/1998","The Siege","$70,000,000","$40,934,175","$116,625,798"
"2403",2,"8/10/2007","Stardust","$70,000,000","$38,634,938","$137,022,245"
"2405",3,"6/15/2012","Rock of Ages","$70,000,000","$38,518,613","$61,031,932"
"2407",4,"10/8/1997","Seven Years in Tibet","$70,000,000","$37,945,884","$131,445,884"
"2409",5,"9/17/2004","Sky Captain and the World of Tomorrow","$70,000,000","$37,760,080","$49,730,854"
"2411",6,"9/14/2007","The Brave One","$70,000,000","$36,793,804","$69,792,704"
